노선정보그룹,노선정보설명,전체노선길이,회차지순번,출발정류장,도착정류장,데이터 기준일
288002539,,1800,0,288000828,288010757,2025-09-01
288002540,,6776,0,288000828,288010747,2025-09-01
288002548,303번_상행_0619,19536,95,288010170,288000752,2025-09-01
288002551,70번_상행,23303,60,288000828,285010152,2025-09-01
288002552,70번_상행,23303,60,288000828,285010152,2025-09-01
288002553,70번_상행,23303,60,288000828,285010152,2025-09-01
288002563,,10958,30,,,2025-09-01
288002573,521_상행_,17062,84,288010699,214015723,2025-09-01
288002623,17-2번_상행,26541,107,288010726,288010445,2025-09-01
288002624,17-2번_하행,27002,94,288010445,288010624,2025-09-01
288002625,17-1번_상행,19669,73,288010726,288010445,2025-09-01
288002655,990번_상행,30087,168,288010663,285010125,2025-09-01
288002657,990번_상행,30102,169,288010663,285010125,2025-09-01
288002663,,43141,148,214015723,288001438,2025-09-01
288002666,,43913,153,214015723,288001438,2025-09-01
288002677,820번_상행,17491,92,288010726,288001632,2025-09-01
288002678,821번_상행,22404,108,288010726,288001632,2025-09-01
288002682,0813_352번상_0813 노선개편,17539,77,288010167,288010271,2025-09-01
288002690,순환5_상행,20227,88,288001673,285071625,2025-09-01
288002725,,27848,69,288000828,285010152,2025-09-01
288002728,180517_41번 하행,19360,97,288010323,288010624,2025-09-01
